[2024-10-21 10:26:42] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-21 10:26:42] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-21 10:26:42] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-21 10:26:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-21 10:26:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-21 10:26:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-21 10:26:50] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729506402\
[2024-10-21 10:26:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/ui/ui.asset.php
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.asset.php
[2024-10-21 10:26:55] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/js/wp-audio.b8efdc046bc9df72a075.bundle.js
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/announcement.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/blur.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/contrast.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/information.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/logo-platform.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/no-search-results.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/placeholder.png
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/images/unlock-sticky.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/arrow-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/arrow.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/book-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/book.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/clouds-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/clouds.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/curve.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/drops.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/mountains.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/split.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/waves.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-10-21 10:26:56] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/wordpress/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-10-21 10:26:56] [class-ss-archive-creation-job.php:175] We've found our next task: fetch_urls
[2024-10-21 10:26:56] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-21 10:26:56] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-21 10:26:56] [class-ss-fetch-urls-task.php:69] Total pages: 573; Pages remaining: 573
[2024-10-21 10:26:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/
[2024-10-21 10:26:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 573
[2024-10-21 10:26:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-21 10:26:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/67162c70e1f0b-1bN35E.tmp
[2024-10-21 10:26:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/?simply_static_page=1
[2024-10-21 10:26:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/?simply_static_page=1
[2024-10-21 10:27:06] [class-ss-url-fetcher.php:103] Filesize: 223290 bytes
[2024-10-21 10:27:06] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-10-21 10:27:06] [class-ss-url-fetcher.php:233] New filename for static page: /index.html
[2024-10-21 10:27:06] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/67162c70e1f0b-1bN35E.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729506402/index.html
[2024-10-21 10:27:06] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-21 10:27:07] [class-ss-fetch-urls-task.php:159] Adding 177 URLs to the queue
[2024-10-21 10:27:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-21 10:27:10] [class-ss-page.php:119] Checking Content Identical:465ee3661ee90e8debd0ba1e1506463e105510a5===. Value: FALSE
[2024-10-21 10:27:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-10-21 10:27:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 573
[2024-10-21 10:27:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-21 10:27:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/67162c7e1f045-1kaTEx.tmp
[2024-10-21 10:27:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=2
[2024-10-21 10:27:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json?simply_static_page=2
[2024-10-21 10:27:10] [class-ss-url-fetcher.php:103] Filesize: 851 bytes
[2024-10-21 10:27:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-10-21 10:27:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
