[2024-10-16 22:43:31] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-16 22:43:31] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-16 22:43:31] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-16 22:43:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-16 22:43:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-16 22:43:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-16 22:43:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611\
[2024-10-16 22:43:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d575a64-9fK6xS.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:37] [class-ss-page.php:119] Checking Content Identical:ed9c7f12191225e0c2a2571e30e6ea4f3fda4f21===. Value: FALSE
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2024-10-16 22:44:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 749
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d5b019c-kOO93q.tmp
[2024-10-16 22:44:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf?simply_static_page=2759
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf?simply_static_page=2759
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:103] Filesize: 151368 bytes
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d5b019c-kOO93q.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:37] [class-ss-page.php:119] Checking Content Identical:44056bf1827333bce3ae0b958243c41ed0de6ae3===. Value: FALSE
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
[2024-10-16 22:44:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 749
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d5cf10f-Cjxgbr.tmp
[2024-10-16 22:44:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff?simply_static_page=2760
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff?simply_static_page=2760
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:103] Filesize: 97804 bytes
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d5cf10f-Cjxgbr.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:37] [class-ss-page.php:119] Checking Content Identical:706add4a511d5835b790686173783c8601ce5c3e===. Value: FALSE
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2
[2024-10-16 22:44:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 749
[2024-10-16 22:44:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d5e7a46-tZEG8d.tmp
[2024-10-16 22:44:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2?simply_static_page=2761
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2?simply_static_page=2761
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:103] Filesize: 81612 bytes
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-10-16 22:44:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d5e7a46-tZEG8d.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:38] [class-ss-page.php:119] Checking Content Identical:142696d43851c8eba0f54c7b94c5f6ebd09703e6===. Value: FALSE
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot
[2024-10-16 22:44:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 749
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d60bb43-Z3X34P.tmp
[2024-10-16 22:44:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?simply_static_page=2762
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?simply_static_page=2762
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:103] Filesize: 34034 bytes
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d60bb43-Z3X34P.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:38] [class-ss-page.php:119] Checking Content Identical:894064dfd376fc245fe654723d6c81f625e01363===. Value: FALSE
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg
[2024-10-16 22:44:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 749
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d624606-WAkmaX.tmp
[2024-10-16 22:44:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg?simply_static_page=2763
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg?simply_static_page=2763
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:103] Filesize: 144714 bytes
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d624606-WAkmaX.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:38] [class-ss-page.php:119] Checking Content Identical:b601a7fce8a756c22db464e2c859c5af67861f19===. Value: FALSE
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf
[2024-10-16 22:44:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 749
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d641254-bwMO3u.tmp
[2024-10-16 22:44:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf?simply_static_page=2764
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf?simply_static_page=2764
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:103] Filesize: 33736 bytes
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d641254-bwMO3u.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:38] [class-ss-page.php:119] Checking Content Identical:7d849a3981a716e2ba4a84634bc57d0b8054a6a3===. Value: FALSE
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff
[2024-10-16 22:44:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 749
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d657db2-qbUTNQ.tmp
[2024-10-16 22:44:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff?simply_static_page=2765
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff?simply_static_page=2765
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:103] Filesize: 16276 bytes
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d657db2-qbUTNQ.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:38] [class-ss-page.php:119] Checking Content Identical:d33d8b5b15b7bba2cc17190dc685fe0a76d2989e===. Value: FALSE
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2
[2024-10-16 22:44:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 749
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d66d969-f8D37x.tmp
[2024-10-16 22:44:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2?simply_static_page=2766
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2?simply_static_page=2766
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:103] Filesize: 13276 bytes
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d66d969-f8D37x.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:38] [class-ss-page.php:119] Checking Content Identical:0447c6b10bbf73f97b23dcfd6e6a48510822cb6e===. Value: FALSE
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot
[2024-10-16 22:44:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 749
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041d684807-er3CcN.tmp
[2024-10-16 22:44:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?simply_static_page=2767
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?simply_static_page=2767
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:103] Filesize: 203030 bytes
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot
[2024-10-16 22:44:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041d684807-er3CcN.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:38] [class-ss-page.php:119] Checking Content Identical:b18bdd10beee0a20231aa4c9ea11e84a9307a4fd===. Value: FALSE
[2024-10-16 22:44:38] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 150 of 749 pages/files
[2024-10-16 22:44:38] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-16 22:44:43] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-16 22:44:43] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-16 22:44:43] [class-ss-fetch-urls-task.php:69] Total pages: 749; Pages remaining: 549
[2024-10-16 22:44:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg
[2024-10-16 22:44:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 749
[2024-10-16 22:44:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041dbb4581-CxDkkF.tmp
[2024-10-16 22:44:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg?simply_static_page=2768
[2024-10-16 22:44:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg?simply_static_page=2768
[2024-10-16 22:44:43] [class-ss-url-fetcher.php:103] Filesize: 918991 bytes
[2024-10-16 22:44:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041dbb4581-CxDkkF.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:44] [class-ss-page.php:119] Checking Content Identical:e1b1a7104c227e702c575c0a4c73bf29becf896a===. Value: FALSE
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf
[2024-10-16 22:44:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 749
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041dc23534-sbJq2b.tmp
[2024-10-16 22:44:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf?simply_static_page=2769
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf?simply_static_page=2769
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:103] Filesize: 202744 bytes
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041dc23534-sbJq2b.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:44] [class-ss-page.php:119] Checking Content Identical:c1b9fae262f42868c075ac865a8ab34920e20a2c===. Value: FALSE
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff
[2024-10-16 22:44:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 749
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041dc4b545-qUM490.tmp
[2024-10-16 22:44:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff?simply_static_page=2770
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff?simply_static_page=2770
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:103] Filesize: 101652 bytes
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\TOSHIBA\AppData\Local\Temp/671041dc4b545-qUM490.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729118611/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-16 22:44:44] [class-ss-page.php:119] Checking Content Identical:52751432ded489dfdf27fb1cf64c570c4c27a1d7===. Value: FALSE
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2
[2024-10-16 22:44:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 749
[2024-10-16 22:44:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\TOSHIBA\AppData\Local\Temp/671041dc67810-PBYhv8.tmp
[2024-10-16 22:44:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2?simply_static_page=2771
[2024-10-16 22:44:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2?simply_static_page=2771
